message,label
Payment confirmation is pending. kindly resolve,1
Unauthorized payment from my card! kindly resolve,2
Your staff was polite.,0
"I was billed incorrectly, please check. asap",1
Just giving feedback about the UI. kindly resolve,0
"I was charged twice, fix this immediately!!!!",2
Urgent: money deducted but order failed! asap,2
Urgent: money deducted but order failed! asap,2
"I was charged twice, fix this immediately!!!!",2
The app looks good.,0
Data privacy issue — my info is visible to others! asap,2
Critical: scam activity on my profile!!!!,2
Data privacy issue — my info is visible to others!!!!,2
Need help with changing my address. please help,1
Prices seem reasonable.!!!,0
Critical: scam activity on my profile!,2
General feedback on your website.!!!,0
Critical: scam activity on my profile!,2
I like your service. kindly resolve,0
I like your service. asap,0
Payment confirmation is pending. asap,1
Payment taken multiple times!,2
Serious complaint: wrong person received my order and details!!!!,2
Your staff was polite.!!!,0
Tracking info is not updating.,1
Your staff was polite. asap,0
Tracking info is not updating.,1
Payment taken multiple times! please help,2
Fraud transaction detected on my account! asap,2
I like your service.,0
Your staff was polite.,0
I like your service.!!!,0
Need help with changing my address. asap,1
I have not received my refund yet. please help,1
Coupon code is not working. please help,1
Received a damaged package.!!!,1
Urgent: money deducted but order failed!,2
Prices seem reasonable.!!!,0
The new update is nice. please help,0
Need help with changing my address. asap,1
General feedback on your website.,0
Urgent: money deducted but order failed! asap,2
Fraud transaction detected on my account!!!!,2
"I was charged twice, fix this immediately! please help",2
Tracking info is not updating. please help,1
Payment taken multiple times! asap,2
Data privacy issue — my info is visible to others! asap,2
Immediate help needed: account locked with balance inside!,2
My account has been hacked! please help,2
Serious complaint: wrong person received my order and details! please help,2
Overall experience was okay. please help,0
Urgent: money deducted but order failed! please help,2
Payment taken multiple times! kindly resolve,2
Feature request: dark mode would be nice.!!!,0
Tracking info is not updating. please help,1
Coupon code is not working.!!!,1
Urgent: money deducted but order failed! please help,2
My delivery was delayed by two days. kindly resolve,1
I like your service. asap,0
Urgent: money deducted but order failed! kindly resolve,2
Unable to login sometimes.,1
Serious complaint: wrong person received my order and details! kindly resolve,2
Your staff was polite.,0
Feature request: dark mode would be nice.,0
General feedback on your website. kindly resolve,0
Fraud transaction detected on my account!!!!,2
My account has been hacked! please help,2
Payment taken multiple times! please help,2
Serious complaint: wrong person received my order and details!!!!,2
Feature request: dark mode would be nice.!!!,0
"I was billed incorrectly, please check. asap",1
Payment confirmation is pending. please help,1
Urgent: money deducted but order failed! kindly resolve,2
Payment confirmation is pending.!!!,1
Just giving feedback about the UI. please help,0
Overall experience was okay. kindly resolve,0
Feature request: dark mode would be nice. please help,0
Overall experience was okay.!!!,0
I like your service. please help,0
Received a damaged package. please help,1
My account has been hacked!!!!,2
My delivery was delayed by two days.!!!,1
"I was billed incorrectly, please check. kindly resolve",1
Unable to login sometimes. kindly resolve,1
Prices seem reasonable. asap,0
Sharing a suggestion for improvement. please help,0
"I was charged twice, fix this immediately! asap",2
Serious complaint: wrong person received my order and details!!!!,2
Immediate help needed: account locked with balance inside! asap,2
Received a damaged package. please help,1
Payment taken multiple times!!!!,2
Sharing a suggestion for improvement. please help,0
"I was billed incorrectly, please check.",1
Need help with changing my address. please help,1
Received a damaged package. please help,1
"I was billed incorrectly, please check. kindly resolve",1
Urgent: money deducted but order failed!,2
"I was billed incorrectly, please check. please help",1
Need help with changing my address. kindly resolve,1
Unable to login sometimes. please help,1
General feedback on your website. please help,0
Just giving feedback about the UI. kindly resolve,0
Prices seem reasonable.!!!,0
My delivery was delayed by two days.,1
Coupon code is not working. please help,1
Overall experience was okay. asap,0
Overall experience was okay. asap,0
Feature request: dark mode would be nice.!!!,0
The new update is nice. kindly resolve,0
The new update is nice. please help,0
Just giving feedback about the UI. kindly resolve,0
Coupon code is not working.!!!,1
General feedback on your website.!!!,0
Just giving feedback about the UI. kindly resolve,0
Sharing a suggestion for improvement.!!!,0
Tracking info is not updating.!!!,1
Unable to login sometimes. asap,1
Overall experience was okay. asap,0
Urgent: money deducted but order failed! kindly resolve,2
Payment taken multiple times!,2
Urgent: money deducted but order failed! asap,2
Payment taken multiple times! kindly resolve,2
"I was charged twice, fix this immediately! please help",2
Payment taken multiple times! please help,2
Need help with changing my address. please help,1
Payment confirmation is pending. please help,1
Payment confirmation is pending. kindly resolve,1
General feedback on your website. please help,0
Payment taken multiple times! please help,2
Urgent: money deducted but order failed!,2
Immediate help needed: account locked with balance inside! asap,2
Just giving feedback about the UI. kindly resolve,0
My delivery was delayed by two days. kindly resolve,1
The new update is nice. kindly resolve,0
Urgent: money deducted but order failed! asap,2
Immediate help needed: account locked with balance inside!!!!,2
Immediate help needed: account locked with balance inside!!!!,2
Sharing a suggestion for improvement.,0
Prices seem reasonable.!!!,0
Just giving feedback about the UI. kindly resolve,0
General feedback on your website. kindly resolve,0
"I was charged twice, fix this immediately!!!!",2
Payment taken multiple times!!!!,2
Serious complaint: wrong person received my order and details!!!!,2
Overall experience was okay. asap,0
Received a damaged package. kindly resolve,1
Payment taken multiple times!!!!,2
The new update is nice.,0
Tracking info is not updating.!!!,1
Order arrived late.,1
Feature request: dark mode would be nice. kindly resolve,0
Just giving feedback about the UI. asap,0
